0.000000, 1.000000
0.250000, 0.999990
0.500000, 0.999962
0.750000, 0.999914
1.000000, 0.999848
1.250000, 0.999762
1.500000, 0.999657
1.750000, 0.999534
2.000000, 0.999391
2.250000, 0.999229
2.500000, 0.999048
2.750000, 0.998848
3.000000, 0.998630
3.250000, 0.998392
3.500000, 0.998135
3.750000, 0.997859
4.000000, 0.997564
4.250000, 0.997250
4.500000, 0.996917
4.750000, 0.996566
5.000000, 0.996195
5.250000, 0.995805
5.500000, 0.995396
5.750000, 0.994969
6.000000, 0.994522
6.250000, 0.994056
6.500000, 0.993572
6.750000, 0.993068
7.000000, 0.992546
7.250000, 0.992005
7.500000, 0.991445
7.750000, 0.990866
8.000000, 0.990268
8.250000, 0.989651
8.500000, 0.989016
8.750000, 0.988362
9.000000, 0.987688
9.250000, 0.986996
9.500000, 0.986286
9.750000, 0.985556
10.000000, 0.984808
10.250000, 0.984041
10.500000, 0.983255
10.750000, 0.982450
11.000000, 0.981627
11.250000, 0.980785
11.500000, 0.979925
11.750000, 0.979045
12.000000, 0.978148
12.250000, 0.977231
12.500000, 0.976296
12.750000, 0.975342
13.000000, 0.974370
13.250000, 0.973379
13.500000, 0.972370
13.750000, 0.971342
14.000000, 0.970296
14.250000, 0.969231
14.500000, 0.968148
14.750000, 0.967046
15.000000, 0.965926
15.250000, 0.964787
15.500000, 0.963630
15.750000, 0.962455
16.000000, 0.961262
16.250000, 0.960050
16.500000, 0.958820
16.750000, 0.957571
17.000000, 0.956305
17.250000, 0.955020
17.500000, 0.953717
17.750000, 0.952396
18.000000, 0.951057
18.250000, 0.949699
18.500000, 0.948324
18.750000, 0.946930
19.000000, 0.945519
19.250000, 0.944089
19.500000, 0.942641
19.750000, 0.941176
20.000000, 0.939693
20.250000, 0.938191
20.500000, 0.936672
20.750000, 0.935135
21.000000, 0.933580
21.250000, 0.932008
21.500000, 0.930418
21.750000, 0.928810
22.000000, 0.927184
22.250000, 0.925541
22.500000, 0.923880
22.750000, 0.922201
23.000000, 0.920505
23.250000, 0.918791
23.500000, 0.917060
23.750000, 0.915311
24.000000, 0.913545
24.250000, 0.911762
24.500000, 0.909961
24.750000, 0.908143
25.000000, 0.906308
25.250000, 0.904455
25.500000, 0.902585
25.750000, 0.900698
26.000000, 0.898794
26.250000, 0.896873
26.500000, 0.894934
26.750000, 0.892979
27.000000, 0.891007
27.250000, 0.889017
27.500000, 0.887011
27.750000, 0.884988
28.000000, 0.882948
28.250000, 0.880891
28.500000, 0.878817
28.750000, 0.876727
29.000000, 0.874620
29.250000, 0.872496
29.500000, 0.870356
29.750000, 0.868199
30.000000, 0.866025
30.250000, 0.863836
30.500000, 0.861629
30.750000, 0.859406
31.000000, 0.857167
31.250000, 0.854912
31.500000, 0.852640
31.750000, 0.850352
32.000000, 0.848048
32.250000, 0.845728
32.500000, 0.843391
32.750000, 0.841039
33.000000, 0.838671
33.250000, 0.836286
33.500000, 0.833886
33.750000, 0.831470
34.000000, 0.829038
34.250000, 0.826590
34.500000, 0.824126
34.750000, 0.821647
35.000000, 0.819152
35.250000, 0.816642
35.500000, 0.814116
35.750000, 0.811574
36.000000, 0.809017
36.250000, 0.806445
36.500000, 0.803857
36.750000, 0.801254
37.000000, 0.798636
37.250000, 0.796002
37.500000, 0.793353
37.750000, 0.790690
38.000000, 0.788011
38.250000, 0.785317
38.500000, 0.782608
38.750000, 0.779884
39.000000, 0.777146
39.250000, 0.774393
39.500000, 0.771625
39.750000, 0.768842
40.000000, 0.766044
40.250000, 0.763232
40.500000, 0.760406
40.750000, 0.757565
41.000000, 0.754710
41.250000, 0.751840
41.500000, 0.748956
41.750000, 0.746057
42.000000, 0.743145
42.250000, 0.740218
42.500000, 0.737277
42.750000, 0.734323
43.000000, 0.731354
43.250000, 0.728371
43.500000, 0.725374
43.750000, 0.722364
44.000000, 0.719340
44.250000, 0.716302
44.500000, 0.713250
44.750000, 0.710185
45.000000, 0.707107
45.250000, 0.704015
45.500000, 0.700909
45.750000, 0.697790
46.000000, 0.694658
46.250000, 0.691513
46.500000, 0.688355
46.750000, 0.685183
47.000000, 0.681998
47.250000, 0.678801
47.500000, 0.675590
47.750000, 0.672367
48.000000, 0.669131
48.250000, 0.665882
48.500000, 0.662620
48.750000, 0.659346
49.000000, 0.656059
49.250000, 0.652760
49.500000, 0.649448
49.750000, 0.646124
50.000000, 0.642788
50.250000, 0.639439
50.500000, 0.636078
50.750000, 0.632705
51.000000, 0.629320
51.250000, 0.625923
51.500000, 0.622515
51.750000, 0.619094
52.000000, 0.615661
52.250000, 0.612217
52.500000, 0.608761
52.750000, 0.605294
53.000000, 0.601815
53.250000, 0.598325
53.500000, 0.594823
53.750000, 0.591310
54.000000, 0.587785
54.250000, 0.584250
54.500000, 0.580703
54.750000, 0.577145
55.000000, 0.573576
55.250000, 0.569997
55.500000, 0.566406
55.750000, 0.562805
56.000000, 0.559193
56.250000, 0.555570
56.500000, 0.551937
56.750000, 0.548293
57.000000, 0.544639
57.250000, 0.540974
57.500000, 0.537300
57.750000, 0.533615
58.000000, 0.529919
58.250000, 0.526214
58.500000, 0.522499
58.750000, 0.518773
59.000000, 0.515038
59.250000, 0.511293
59.500000, 0.507538
59.750000, 0.503774
60.000000, 0.500000
60.250000, 0.496217
60.500000, 0.492424
60.750000, 0.488621
61.000000, 0.484810
61.250000, 0.480989
61.500000, 0.477159
61.750000, 0.473320
62.000000, 0.469472
62.250000, 0.465615
62.500000, 0.461749
62.750000, 0.457874
63.000000, 0.453990
63.250000, 0.450098
63.500000, 0.446198
63.750000, 0.442289
64.000000, 0.438371
64.250000, 0.434445
64.500000, 0.430511
64.750000, 0.426569
65.000000, 0.422618
65.250000, 0.418660
65.500000, 0.414693
65.750000, 0.410719
66.000000, 0.406737
66.250000, 0.402747
66.500000, 0.398749
66.750000, 0.394744
67.000000, 0.390731
67.250000, 0.386711
67.500000, 0.382683
67.750000, 0.378649
68.000000, 0.374607
68.250000, 0.370557
68.500000, 0.366501
68.750000, 0.362438
69.000000, 0.358368
69.250000, 0.354291
69.500000, 0.350207
69.750000, 0.346117
70.000000, 0.342020
70.250000, 0.337917
70.500000, 0.333807
70.750000, 0.329691
71.000000, 0.325568
71.250000, 0.321439
71.500000, 0.317305
71.750000, 0.313164
72.000000, 0.309017
72.250000, 0.304864
72.500000, 0.300706
72.750000, 0.296542
73.000000, 0.292372
73.250000, 0.288196
73.500000, 0.284015
73.750000, 0.279829
74.000000, 0.275637
74.250000, 0.271440
74.500000, 0.267238
74.750000, 0.263031
75.000000, 0.258819
75.250000, 0.254602
75.500000, 0.250380
75.750000, 0.246153
76.000000, 0.241922
76.250000, 0.237686
76.500000, 0.233445
76.750000, 0.229200
77.000000, 0.224951
